CropDays,SoilMoisture,Temperature,Humidity,Tempmax,Tempmin,Evapotranspiration,CropFactor,Waterneed,CropType
46,675,17,28,28.3,15.1,4.85514,0.75,3.641355,4
46,452,25,55,28.3,15.1,4.85514,0.75,2.431156,4
46,452,16,29,28.3,15.1,4.85514,0.75,2.431156,4
46,489,15,30,28.3,15.1,4.85514,0.75,2.630166,4
46,598,18,41,28.3,15.1,4.85514,0.75,3.216441,4
46,524,14,25,28.3,15.1,4.85514,0.75,2.81842,4
46,573,15,28,28.3,15.1,4.85514,0.75,3.081974,4
46,346,22,48,28.3,15.1,4.85514,0.75,0,4
46,308,22,50,28.3,15.1,4.85514,0.75,0,4
47,656,19,36,28.1,14.9,4.8303,0.75,3.622725,4
47,622,25,38,28.1,14.9,4.8303,0.75,3.622725,4
47,453,28,50,28.1,14.9,4.8303,0.75,2.501668,4
47,485,25,27,28.1,14.9,4.8303,0.75,2.678387,4
47,595,15,46,28.1,14.9,4.8303,0.75,3.285856,4
47,454,16,56,28.1,14.9,4.8303,0.75,2.507191,4
47,487,18,43,28.1,14.9,4.8303,0.75,2.689432,4
47,541,22,43,28.1,14.9,4.8303,0.75,2.987644,4
47,327,23,57,28.1,14.9,4.8303,0.75,0,4
47,344,27,46,28.1,14.9,4.8303,0.75,0,4
48,652,15,26,28.1,15.3,4.85514,0.75,3.641355,4
48,651,25,47,28.1,15.3,4.85514,0.75,3.641355,4
48,391,18,50,28.1,15.3,4.85514,0.75,2.183696,4
48,450,27,56,28.1,15.3,4.85514,0.75,2.513205,4
48,495,21,50,28.1,15.3,4.85514,0.75,2.764526,4
48,544,19,57,28.1,15.3,4.85514,0.75,3.038186,4
48,588,19,40,28.1,15.3,4.85514,0.75,3.283921,4
48,370,24,40,28.1,15.3,4.85514,0.75,2.066413,4
48,185,22,39,28.1,15.3,4.85514,0.75,0,4
48,111,14,45,28.1,15.3,4.85514,0.75,0,4
49,720,26,32,27.9,15,4.82409,0.75,3.6180675,4
49,677,18,44,27.9,15,4.82409,0.75,3.6180675,4
49,459,18,50,27.9,15,4.82409,0.75,2.306518,4
49,422,24,51,27.9,15,4.82409,0.75,2.12059,4
49,505,16,36,27.9,15,4.82409,0.75,2.537672,4
49,561,18,45,27.9,15,4.82409,0.75,2.819078,4
49,462,19,39,27.9,15,4.82409,0.75,2.321593,4
49,499,15,31,27.9,15,4.82409,0.75,2.507522,4
49,123,26,41,27.9,15,4.82409,0.75,0,4
49,113,25,45,27.9,15,4.82409,0.75,0,4
50,706,22,26,28.6,15.4,4.8924,0.75,3.6693,4
50,702,24,48,28.6,15.4,4.8924,0.75,3.6693,4
50,473,25,50,28.6,15.4,4.8924,0.75,2.458327,4
50,494,17,32,28.6,15.4,4.8924,0.75,2.567471,4
50,599,17,26,28.6,15.4,4.8924,0.75,3.113188,4
50,519,22,37,28.6,15.4,4.8924,0.75,0,4
50,531,14,55,28.6,15.4,4.8924,0.75,2.759771,4
50,553,24,30,28.6,15.4,4.8924,0.75,2.874112,4
50,329,25,27,28.6,15.4,4.8924,0.75,0,4
50,105,15,53,28.6,15.4,4.8924,0.75,0,4
51,720,23,39,28.1,14.8,4.82409,0.75,3.6180675,4
51,654,20,27,28.1,14.8,4.82409,0.75,3.6180675,4
51,536,17,44,28.1,14.8,4.82409,0.75,2.69345,4
51,563,18,41,28.1,14.8,4.82409,0.75,2.829128,4
51,400,28,34,28.1,14.8,4.82409,0.75,2.010038,4
51,546,24,41,28.1,14.8,4.82409,0.75,2.743701,4
51,450,15,58,28.1,14.8,4.82409,0.75,2.261292,4
51,567,27,46,28.1,14.8,4.82409,0.75,2.849228,4
51,248,23,53,28.1,14.8,4.82409,0.75,0,4
51,156,23,36,28.1,14.8,4.82409,0.75,0,4
52,711,28,58,28.9,15.6,4.92345,0.75,3.6925875,4
52,663,19,48,28.9,15.6,4.92345,0.75,3.6925875,4
52,491,28,36,28.9,15.6,4.92345,0.75,2.550015,4
52,585,17,41,28.9,15.6,4.92345,0.75,3.038205,4
52,535,17,37,28.9,15.6,4.92345,0.75,2.778529,4
52,506,24,34,28.9,15.6,4.92345,0.75,2.627917,4
52,492,22,27,28.9,15.6,4.92345,0.75,2.555208,4
52,432,17,35,28.9,15.6,4.92345,0.75,2.243597,4
52,145,21,52,28.9,15.6,4.92345,0.75,0,4
52,176,15,58,28.9,15.6,4.92345,0.75,0,4
53,695,18,25,28.3,15.2,4.86135,0.75,3.6460125,4
53,612,14,43,28.3,15.2,4.86135,0.75,3.6460125,4
53,523,15,31,28.3,15.2,4.86135,0.75,2.74369,4
53,420,25,53,28.3,15.2,4.86135,0.75,2.203346,4
53,539,26,43,28.3,15.2,4.86135,0.75,2.827627,4
53,582,17,41,28.3,15.2,4.86135,0.75,3.053208,4
53,497,20,38,28.3,15.2,4.86135,0.75,2.607292,4
53,400,24,35,28.3,15.2,4.86135,0.75,2.098424,4
53,312,22,29,28.3,15.2,4.86135,0.75,0,4
53,168,16,40,28.3,15.2,4.86135,0.75,0,4
54,699,27,37,28.7,15.2,4.88619,0.75,3.6646425,4
54,692,22,42,28.7,15.2,4.88619,0.75,3.6646425,4
54,566,24,53,28.7,15.2,4.88619,0.75,2.967364,4
54,526,19,46,28.7,15.2,4.88619,0.75,2.757657,4
54,379,16,36,28.7,15.2,4.88619,0.75,1.986981,4
54,574,14,57,28.7,15.2,4.88619,0.75,3.009306,4
54,508,15,57,28.7,15.2,4.88619,0.75,2.663288,4
54,525,26,36,28.7,15.2,4.88619,0.75,2.752414,4
54,133,25,27,28.7,15.2,4.88619,0.75,0,4
54,203,28,52,28.7,15.2,4.88619,0.75,0,4
55,687,15,30,27.9,15.3,4.84272,0.75,3.63204,4
55,682,28,51,27.9,15.3,4.84272,0.75,3.63204,4
55,592,27,42,27.9,15.3,4.84272,0.75,3.129793,4
55,426,21,41,27.9,15.3,4.84272,0.75,2.252182,4
55,462,27,43,27.9,15.3,4.84272,0.75,2.442507,4
55,547,28,39,27.9,15.3,4.84272,0.75,2.891886,4
55,424,20,52,27.9,15.3,4.84272,0.75,2.241608,4
55,440,20,27,27.9,15.3,4.84272,0.75,2.326197,4
55,250,23,35,27.9,15.3,4.84272,0.75,0,4
55,358,24,54,27.9,15.3,4.84272,0.75,0,4
56,663,16,48,28.4,15,4.85514,0.75,3.641355,4
56,661,22,25,28.4,15,4.85514,0.75,3.641355,4
56,583,14,46,28.4,15,4.85514,0.75,3.201976,4
56,455,25,41,28.4,15,4.85514,0.75,2.498969,4
56,463,19,39,28.4,15,4.85514,0.75,2.542907,4
56,393,14,28,28.4,15,4.85514,0.75,2.15845,4
56,429,28,57,28.4,15,4.85514,0.75,2.356171,4
56,482,24,58,28.4,15,4.85514,0.75,2.64726,4
56,240,21,50,28.4,15,4.85514,0.75,0,4
56,344,16,29,28.4,15,4.85514,0.75,0,4
57,693,18,40,28.8,14.8,4.86756,0.75,3.65067,4
57,626,20,40,28.8,14.8,4.86756,0.75,3.65067,4
57,404,24,41,28.8,14.8,4.86756,0.75,2.128241,4
57,527,16,32,28.8,14.8,4.86756,0.75,2.776195,4
57,570,16,53,28.8,14.8,4.86756,0.75,3.002716,4
57,456,16,46,28.8,14.8,4.86756,0.75,2.402172,4
57,596,28,40,28.8,14.8,4.86756,0.75,3.139682,4
57,509,18,29,28.8,14.8,4.86756,0.75,2.681372,4
57,311,27,39,28.8,14.8,4.86756,0.75,0,4
57,203,24,25,28.8,14.8,4.86756,0.75,0,4
58,710,24,47,28.6,14.9,4.86135,0.75,3.6460125,4
58,667,23,26,28.6,14.9,4.86135,0.75,3.6460125,4
58,562,18,46,28.6,14.9,4.86135,0.75,2.885999,4
58,408,20,55,28.6,14.9,4.86135,0.75,2.095173,4
58,533,16,30,28.6,14.9,4.86135,0.75,2.737077,4
58,559,24,43,28.6,14.9,4.86135,0.75,2.870593,4
58,434,19,31,28.6,14.9,4.86135,0.75,2.228689,4
58,405,15,53,28.6,14.9,4.86135,0.75,2.079768,4
58,185,21,43,28.6,14.9,4.86135,0.75,0,4
58,162,28,33,28.6,14.9,4.86135,0.75,0,4
59,710,19,38,27.8,14.7,4.79925,0.75,3.5994375,4
59,673,25,38,27.8,14.7,4.79925,0.75,3.5994375,4
59,445,17,35,27.8,14.7,4.79925,0.75,2.255985,4
59,433,27,49,27.8,14.7,4.79925,0.75,2.19515,4
59,547,16,53,27.8,14.7,4.79925,0.75,2.773088,4
59,536,17,54,27.8,14.7,4.79925,0.75,2.717322,4
59,472,24,27,27.8,14.7,4.79925,0.75,2.392865,4
59,548,17,51,27.8,14.7,4.79925,0.75,2.778157,4
59,248,18,40,27.8,14.7,4.79925,0.75,0,4
59,302,18,48,27.8,14.7,4.79925,0.75,0,4
60,654,26,25,28.1,15.1,4.84272,0.75,3.63204,4
60,633,18,46,28.1,15.1,4.84272,0.75,3.63204,4
60,392,21,57,28.1,15.1,4.84272,0.75,2.177003,4
60,492,23,29,28.1,15.1,4.84272,0.75,0,4
60,590,17,39,28.1,15.1,4.84272,0.75,3.276611,4
60,415,26,25,28.1,15.1,4.84272,0.75,2.304735,4
60,505,16,35,28.1,15.1,4.84272,0.75,2.804557,4
60,448,17,35,28.1,15.1,4.84272,0.75,2.488003,4
60,173,18,43,28.1,15.1,4.84272,0.75,0,4
60,207,25,53,28.1,15.1,4.84272,0.75,0,4
61,713,19,37,25.9,13.4,4.60053,0.75,3.4503975,4
61,610,24,27,25.9,13.4,4.60053,0.75,3.4503975,4
61,597,15,53,25.9,13.4,4.60053,0.75,2.889043,4
61,379,14,47,25.9,13.4,4.60053,0.75,1.834082,4
61,469,26,57,25.9,13.4,4.60053,0.75,2.269616,4
61,418,25,31,25.9,13.4,4.60053,0.75,2.022814,4
61,383,25,54,25.9,13.4,4.60053,0.75,1.853439,4
61,391,23,30,25.9,13.4,4.60053,0.75,1.892153,4
61,355,15,51,25.9,13.4,4.60053,0.75,0,4
61,323,21,31,25.9,13.4,4.60053,0.75,0,4
62,716,26,49,26,12.5,4.55085,0.75,3.4131375,4
62,691,23,57,26,12.5,4.55085,0.75,3.4131375,4
62,549,19,45,26,12.5,4.55085,0.75,2.617057,4
62,375,25,50,26,12.5,4.55085,0.75,1.787607,4
62,425,18,55,26,12.5,4.55085,0.75,2.025955,4
62,461,25,50,26,12.5,4.55085,0.75,2.197565,4
62,383,18,34,26,12.5,4.55085,0.75,1.825743,4
62,521,20,31,26,12.5,4.55085,0.75,2.483582,4
62,110,27,41,26,12.5,4.55085,0.75,0,4
62,220,19,35,26,12.5,4.55085,0.75,0,4
63,720,18,47,26.1,10.1,4.40802,0.75,3.306015,4
63,644,26,30,26.1,10.1,4.40802,0.75,3.306015,4
63,440,27,49,26.1,10.1,4.40802,0.75,2.020342,4
63,442,25,41,26.1,10.1,4.40802,0.75,2.029526,4
63,547,22,57,26.1,10.1,4.40802,0.75,2.511653,4
63,387,15,36,26.1,10.1,4.40802,0.75,1.776983,4
63,376,22,45,26.1,10.1,4.40802,0.75,1.726475,4
63,501,19,48,26.1,10.1,4.40802,0.75,2.300435,4
63,312,17,28,26.1,10.1,4.40802,0.75,0,4
63,188,28,36,26.1,10.1,4.40802,0.75,0,4
64,719,15,50,25.9,10.5,4.42044,0.75,3.31533,4
64,645,20,43,25.9,10.5,4.42044,0.75,3.31533,4
64,402,22,28,25.9,10.5,4.42044,0.75,1.853634,4
64,494,23,52,25.9,10.5,4.42044,0.75,2.277848,4
64,397,26,50,25.9,10.5,4.42044,0.75,1.830579,4
64,427,25,57,25.9,10.5,4.42044,0.75,1.968909,4
64,466,28,55,25.9,10.5,4.42044,0.75,2.14874,4
64,459,14,29,25.9,10.5,4.42044,0.75,2.116462,4
64,145,18,33,25.9,10.5,4.42044,0.75,0,4
64,144,16,42,25.9,10.5,4.42044,0.75,0,4
65,668,28,30,26.5,9.9,4.42044,0.75,3.31533,4
65,632,19,29,26.5,9.9,4.42044,0.75,3.31533,4
65,434,26,40,26.5,9.9,4.42044,0.75,2.153972,4
65,438,27,55,26.5,9.9,4.42044,0.75,2.173824,4
65,552,24,30,26.5,9.9,4.42044,0.75,2.739614,4
65,469,15,49,26.5,9.9,4.42044,0.75,2.327679,4
65,488,21,27,26.5,9.9,4.42044,0.75,2.421978,4
65,544,14,52,26.5,9.9,4.42044,0.75,2.699909,4
65,242,16,51,26.5,9.9,4.42044,0.75,0,4
65,342,22,27,26.5,9.9,4.42044,0.75,0,4
66,691,14,55,27,10.9,4.51359,0.75,3.3851925,4
66,672,21,27,27,10.9,4.51359,0.75,3.3851925,4
66,485,28,46,27,10.9,4.51359,0.75,2.376003,4
66,561,21,39,27,10.9,4.51359,0.75,2.748326,4
66,593,24,51,27,10.9,4.51359,0.75,2.905093,4
66,444,26,52,27,10.9,4.51359,0.75,2.175145,4
66,600,26,30,27,10.9,4.51359,0.75,2.939386,4
66,385,16,54,27,10.9,4.51359,0.75,1.886106,4
66,134,16,33,27,10.9,4.51359,0.75,0,4
66,107,23,32,27,10.9,4.51359,0.75,0,4
67,659,15,56,25.9,9.9,4.38318,0.75,3.287385,4
67,621,14,30,25.9,9.9,4.38318,0.75,3.287385,4
67,563,15,52,25.9,9.9,4.38318,0.75,2.808494,4
67,394,20,25,25.9,9.9,4.38318,0.75,1.965447,4
67,573,14,52,25.9,9.9,4.38318,0.75,2.858379,4
67,527,24,50,25.9,9.9,4.38318,0.75,2.62891,4
67,453,17,34,25.9,9.9,4.38318,0.75,2.259765,4
67,459,26,31,25.9,9.9,4.38318,0.75,2.289696,4
67,120,25,54,25.9,9.9,4.38318,0.75,0,4
67,247,15,44,25.9,9.9,4.38318,0.75,0,4
68,678,15,44,25.4,11,4.42044,0.75,3.31533,4
68,633,19,42,25.4,11,4.42044,0.75,3.31533,4
68,381,15,33,25.4,11,4.42044,0.75,1.863039,4
68,594,16,32,25.4,11,4.42044,0.75,2.904581,4
68,484,22,32,25.4,11,4.42044,0.75,2.366696,4
68,430,25,42,25.4,11,4.42044,0.75,2.102643,4
68,454,21,48,25.4,11,4.42044,0.75,2.22,4
68,491,25,47,25.4,11,4.42044,0.75,2.400925,4
68,347,15,27,25.4,11,4.42044,0.75,0,4
68,145,16,26,25.4,11,4.42044,0.75,0,4
69,677,22,27,26.1,9.9,4.3956,0.75,3.2967,4
69,603,17,49,26.1,9.9,4.3956,0.75,3.2967,4
69,525,25,39,26.1,9.9,4.3956,0.75,2.556525,4
69,503,27,42,26.1,9.9,4.3956,0.75,2.449395,4
69,444,17,44,26.1,9.9,4.3956,0.75,2.16209,4
69,481,20,55,26.1,9.9,4.3956,0.75,2.342264,4
69,514,23,36,26.1,9.9,4.3956,0.75,2.50296,4
69,573,17,47,26.1,9.9,4.3956,0.75,2.790265,4
69,292,14,54,26.1,9.9,4.3956,0.75,0,4
69,315,22,52,26.1,9.9,4.3956,0.75,0,4
70,699,28,51,26.3,10.5,4.44528,0.75,3.33396,4
70,648,17,30,26.3,10.5,4.44528,0.75,3.33396,4
70,429,16,30,26.3,10.5,4.44528,0.75,2.046164,4
70,392,15,31,26.3,10.5,4.44528,0.75,1.869689,4
70,553,17,47,26.3,10.5,4.44528,0.75,0,4
70,488,24,33,26.3,10.5,4.44528,0.75,2.327572,4
70,425,22,43,26.3,10.5,4.44528,0.75,2.027086,4
70,415,15,56,26.3,10.5,4.44528,0.75,1.97939,4
70,110,26,29,26.3,10.5,4.44528,0.75,0,4
70,108,16,39,26.3,10.5,4.44528,0.75,0,4
71,650,15,47,26,11.1,4.46391,0.75,3.3479325,4
71,633,22,57,26,11.1,4.46391,0.75,3.3479325,4
71,399,25,44,26,11.1,4.46391,0.75,2.055115,4
71,568,20,55,26,11.1,4.46391,0.75,2.925578,4
71,544,16,25,26,11.1,4.46391,0.75,2.801962,4
71,548,17,47,26,11.1,4.46391,0.75,2.822565,4
71,416,16,27,26,11.1,4.46391,0.75,2.142677,4
71,465,20,43,26,11.1,4.46391,0.75,2.395059,4
71,337,26,37,26,11.1,4.46391,0.75,0,4
71,208,26,42,26,11.1,4.46391,0.75,0,4
72,668,20,31,25.7,10.4,4.40181,0.75,3.3013575,4
72,643,18,39,25.7,10.4,4.40181,0.75,3.3013575,4
72,545,18,50,25.7,10.4,4.40181,0.75,2.693473,4
72,468,26,44,25.7,10.4,4.40181,0.75,2.312927,4
72,578,28,28,25.7,10.4,4.40181,0.75,2.856564,4
72,524,20,39,25.7,10.4,4.40181,0.75,2.589688,4
72,389,28,52,25.7,10.4,4.40181,0.75,1.922497,4
72,389,20,57,25.7,10.4,4.40181,0.75,1.922497,4
72,141,28,27,25.7,10.4,4.40181,0.75,0,4
72,158,15,36,25.7,10.4,4.40181,0.75,0,4
73,694,19,41,26.4,9.9,4.41423,0.75,3.3106725,4
73,635,27,25,26.4,9.9,4.41423,0.75,3.3106725,4
73,578,28,52,26.4,9.9,4.41423,0.75,2.757304,4
73,500,23,56,26.4,9.9,4.41423,0.75,2.385211,4
73,396,16,42,26.4,9.9,4.41423,0.75,1.889087,4
73,436,18,36,26.4,9.9,4.41423,0.75,2.079904,4
73,535,17,52,26.4,9.9,4.41423,0.75,2.552175,4
73,472,17,55,26.4,9.9,4.41423,0.75,2.251639,4
73,120,24,30,26.4,9.9,4.41423,0.75,0,4
73,307,16,33,26.4,9.9,4.41423,0.75,0,4
74,708,22,39,25.9,10.1,4.3956,0.75,3.2967,4
74,641,26,34,25.9,10.1,4.3956,0.75,3.2967,4
74,451,15,43,25.9,10.1,4.3956,0.75,2.100017,4
74,452,23,51,25.9,10.1,4.3956,0.75,2.104673,4
74,516,18,51,25.9,10.1,4.3956,0.75,2.40268,4
74,438,25,28,25.9,10.1,4.3956,0.75,2.039484,4
74,520,28,29,25.9,10.1,4.3956,0.75,2.421305,4
74,391,18,31,25.9,10.1,4.3956,0.75,1.820635,4
74,163,16,54,25.9,10.1,4.3956,0.75,0,4
74,336,28,44,25.9,10.1,4.3956,0.75,0,4
75,671,22,39,26,10,4.3956,0.75,3.2967,4
75,620,19,36,26,10,4.3956,0.75,3.2967,4
75,493,21,32,26,10,4.3956,0.75,2.422166,4
75,574,20,55,26,10,4.3956,0.75,2.820128,4
75,577,20,33,26,10,4.3956,0.75,2.834867,4
75,395,14,25,26,10,4.3956,0.75,1.94068,4
75,438,15,27,26,10,4.3956,0.75,2.151944,4
75,486,14,41,26,10,4.3956,0.75,2.387774,4
75,254,25,25,26,10,4.3956,0.75,0,4
75,370,17,25,26,10,4.3956,0.75,0,4
76,690,26,53,26.1,9.9,4.3956,1.15,5.05494,4
76,679,25,42,26.1,9.9,4.3956,1.15,5.05494,4
76,466,23,43,26.1,9.9,4.3956,1.15,3.413916,4
76,474,16,56,26.1,9.9,4.3956,1.15,3.472524,4
76,372,18,37,26.1,9.9,4.3956,1.15,2.725272,4
76,420,24,50,26.1,9.9,4.3956,1.15,3.07692,4
76,579,17,51,26.1,9.9,4.3956,1.15,4.241754,4
76,537,17,41,26.1,9.9,4.3956,1.15,3.934062,4
76,349,26,36,26.1,9.9,4.3956,1.15,0,4
76,312,27,33,26.1,9.9,4.3956,1.15,0,4
77,682,15,43,26,9.8,4.38318,1.15,5.040657,4
77,645,27,43,26,9.8,4.38318,1.15,5.040657,4
77,502,20,47,26,9.8,4.38318,1.15,3.710278,4
77,528,28,25,26,9.8,4.38318,1.15,3.902444,4
77,399,20,45,26,9.8,4.38318,1.15,2.949006,4
77,556,18,25,26,9.8,4.38318,1.15,4.109392,4
77,594,28,43,26,9.8,4.38318,1.15,4.39025,4
77,458,27,25,26,9.8,4.38318,1.15,3.385075,4
77,189,27,38,26,9.8,4.38318,1.15,0,4
77,218,14,57,26,9.8,4.38318,1.15,0,4
78,666,28,29,26.3,9.6,4.38939,1.15,5.0477985,4
78,641,18,57,26.3,9.6,4.38939,1.15,5.0477985,4
78,589,14,47,26.3,9.6,4.38939,1.15,4.464194,4
78,584,14,58,26.3,9.6,4.38939,1.15,4.426298,4
78,597,25,46,26.3,9.6,4.38939,1.15,4.524828,4
78,543,27,54,26.3,9.6,4.38939,1.15,4.115547,4
78,578,28,35,26.3,9.6,4.38939,1.15,4.380822,4
78,535,17,55,26.3,9.6,4.38939,1.15,4.054913,4
78,181,27,46,26.3,9.6,4.38939,1.15,0,4
78,229,27,27,26.3,9.6,4.38939,1.15,0,4
79,661,18,25,25.7,10.1,4.38318,1.15,5.040657,4
79,635,20,54,25.7,10.1,4.38318,1.15,5.040657,4
79,498,23,31,25.7,10.1,4.38318,1.15,3.797651,4
79,499,23,25,25.7,10.1,4.38318,1.15,3.805277,4
79,376,14,41,25.7,10.1,4.38318,1.15,2.867303,4
79,421,25,27,25.7,10.1,4.38318,1.15,3.210464,4
79,411,27,51,25.7,10.1,4.38318,1.15,3.134206,4
79,470,14,26,25.7,10.1,4.38318,1.15,3.584128,4
79,113,26,39,25.7,10.1,4.38318,1.15,0,4
79,158,24,42,25.7,10.1,4.38318,1.15,0,4
80,699,23,37,26.5,9.2,4.37697,1.15,5.0335155,4
80,631,15,48,26.5,9.2,4.37697,1.15,5.0335155,4
80,417,27,32,26.5,9.2,4.37697,1.15,3.002827,4
80,549,28,56,26.5,9.2,4.37697,1.15,0,4
80,585,28,57,26.5,9.2,4.37697,1.15,4.212599,4
80,436,15,57,26.5,9.2,4.37697,1.15,3.139646,4
80,507,22,45,26.5,9.2,4.37697,1.15,3.650919,4
80,600,27,34,26.5,9.2,4.37697,1.15,4.320614,4
80,278,26,29,26.5,9.2,4.37697,1.15,0,4
80,289,26,41,26.5,9.2,4.37697,1.15,0,4
81,708,23,29,26.1,10.2,4.41423,1.15,5.0763645,4
81,605,24,47,26.1,10.2,4.41423,1.15,5.0763645,4
81,479,21,43,26.1,10.2,4.41423,1.15,3.434433,4
81,572,21,46,26.1,10.2,4.41423,1.15,4.101244,4
81,371,19,51,26.1,10.2,4.41423,1.15,2.660072,4
81,480,14,55,26.1,10.2,4.41423,1.15,3.441603,4
81,567,20,37,26.1,10.2,4.41423,1.15,4.065394,4
81,512,16,54,26.1,10.2,4.41423,1.15,3.671043,4
81,202,25,46,26.1,10.2,4.41423,1.15,0,4
81,106,20,35,26.1,10.2,4.41423,1.15,0,4
82,706,21,48,26.8,9,4.38318,1.15,5.040657,4
82,665,24,31,26.8,9,4.38318,1.15,5.040657,4
82,461,15,42,26.8,9,4.38318,1.15,3.291421,4
82,557,28,39,26.8,9,4.38318,1.15,3.976836,4
82,400,24,49,26.8,9,4.38318,1.15,2.855896,4
82,530,18,27,26.8,9,4.38318,1.15,3.784063,4
82,497,27,42,26.8,9,4.38318,1.15,3.548451,4
82,372,17,35,26.8,9,4.38318,1.15,2.655984,4
82,199,22,39,26.8,9,4.38318,1.15,0,4
82,113,20,33,26.8,9,4.38318,1.15,0,4
83,680,20,25,26.5,10.4,4.45149,1.15,5.1192135,4
83,608,17,27,26.5,10.4,4.45149,1.15,5.1192135,4
83,536,26,34,26.5,10.4,4.45149,1.15,4.035145,4
83,565,18,51,26.5,10.4,4.45149,1.15,4.253464,4
83,389,17,56,26.5,10.4,4.45149,1.15,2.928491,4
83,508,19,26,26.5,10.4,4.45149,1.15,3.824354,4
83,437,15,27,26.5,10.4,4.45149,1.15,3.289847,4
83,557,17,32,26.5,10.4,4.45149,1.15,4.193238,4
83,190,26,49,26.5,10.4,4.45149,1.15,0,4
83,165,19,54,26.5,10.4,4.45149,1.15,0,4
84,656,23,34,26.9,9.2,4.40181,1.15,5.0620815,4
84,638,14,25,26.9,9.2,4.40181,1.15,5.0620815,4
84,387,21,49,26.9,9.2,4.40181,1.15,2.986319,4
84,568,23,54,26.9,9.2,4.40181,1.15,4.383022,4
84,431,18,29,26.9,9.2,4.40181,1.15,3.325849,4
84,479,20,49,26.9,9.2,4.40181,1.15,3.696245,4
84,590,25,57,26.9,9.2,4.40181,1.15,4.552787,4
84,391,17,37,26.9,9.2,4.40181,1.15,3.017186,4
84,315,15,40,26.9,9.2,4.40181,1.15,0,4
84,138,28,47,26.9,9.2,4.40181,1.15,0,4
85,652,16,37,26.4,10.2,4.43286,1.15,5.097789,4
85,616,19,28,26.4,10.2,4.43286,1.15,5.097789,4
85,469,18,53,26.4,10.2,4.43286,1.15,3.666968,4
85,403,14,40,26.4,10.2,4.43286,1.15,3.150934,4
85,415,27,50,26.4,10.2,4.43286,1.15,3.244758,4
85,377,18,31,26.4,10.2,4.43286,1.15,2.947648,4
85,541,24,26,26.4,10.2,4.43286,1.15,4.229914,4
85,426,25,30,26.4,10.2,4.43286,1.15,3.330764,4
85,334,24,33,26.4,10.2,4.43286,1.15,0,4
85,227,25,51,26.4,10.2,4.43286,1.15,0,4
86,704,23,36,26.5,9.1,4.37076,1.15,5.026374,4
86,645,22,30,26.5,9.1,4.37076,1.15,5.026374,4
86,381,14,35,26.5,9.1,4.37076,1.15,2.720239,4
86,473,22,51,26.5,9.1,4.37076,1.15,3.377095,4
86,522,21,57,26.5,9.1,4.37076,1.15,3.726942,4
86,595,24,41,26.5,9.1,4.37076,1.15,4.248143,4
86,407,23,58,26.5,9.1,4.37076,1.15,2.905872,4
86,447,20,51,26.5,9.1,4.37076,1.15,3.191462,4
86,329,16,51,26.5,9.1,4.37076,1.15,0,4
86,105,16,39,26.5,9.1,4.37076,1.15,0,4
87,711,18,26,26.5,10.1,4.43286,1.15,5.097789,4
87,686,24,55,26.5,10.1,4.43286,1.15,5.097789,4
87,372,15,39,26.5,10.1,4.43286,1.15,2.667198,4
87,585,23,27,26.5,10.1,4.43286,1.15,4.194383,4
87,496,16,33,26.5,10.1,4.43286,1.15,3.556263,4
87,467,22,41,26.5,10.1,4.43286,1.15,3.348337,4
87,600,14,53,26.5,10.1,4.43286,1.15,4.301932,4
87,594,26,40,26.5,10.1,4.43286,1.15,4.258912,4
87,175,14,49,26.5,10.1,4.43286,1.15,0,4
87,215,18,52,26.5,10.1,4.43286,1.15,0,4
88,676,27,30,26.3,9.3,4.37076,1.15,5.026374,4
88,662,27,38,26.3,9.3,4.37076,1.15,5.026374,4
88,503,27,31,26.3,9.3,4.37076,1.15,3.740039,4
88,419,20,57,26.3,9.3,4.37076,1.15,3.11546,4
88,470,27,29,26.3,9.3,4.37076,1.15,3.494668,4
88,456,18,39,26.3,9.3,4.37076,1.15,3.390572,4
88,571,28,46,26.3,9.3,4.37076,1.15,4.24565,4
88,594,28,26,26.3,9.3,4.37076,1.15,4.416666,4
88,242,20,39,26.3,9.3,4.37076,1.15,0,4
88,111,16,58,26.3,9.3,4.37076,1.15,0,4
89,702,23,32,25.9,10,4.38939,1.15,5.0477985,4
89,669,27,40,25.9,10,4.38939,1.15,5.0477985,4
89,595,26,31,25.9,10,4.38939,1.15,4.278405,4
89,476,28,42,25.9,10,4.38939,1.15,3.422724,4
89,396,22,42,25.9,10,4.38939,1.15,2.847476,4
89,594,17,35,25.9,10,4.38939,1.15,4.271214,4
89,444,24,56,25.9,10,4.38939,1.15,3.192625,4
89,386,19,31,25.9,10,4.38939,1.15,2.77557,4
89,204,25,50,25.9,10,4.38939,1.15,0,4
89,148,19,57,25.9,10,4.38939,1.15,0,4
90,715,17,54,26.1,9.9,4.3956,1.15,5.05494,4
90,642,21,54,26.1,9.9,4.3956,1.15,5.05494,4
90,460,15,33,26.1,9.9,4.3956,1.15,3.252129,4
90,420,25,40,26.1,9.9,4.3956,1.15,2.969335,4
90,391,27,44,26.1,9.9,4.3956,1.15,0,4
90,482,25,25,26.1,9.9,4.3956,1.15,3.407666,4
90,403,14,40,26.1,9.9,4.3956,1.15,2.849148,4
90,544,19,37,26.1,9.9,4.3956,1.15,3.845996,4
90,198,22,55,26.1,9.9,4.3956,1.15,0,4
90,360,21,43,26.1,9.9,4.3956,1.15,0,4
91,689,22,58,25.9,10.1,4.3956,1.15,5.05494,4
